fips,state,county,deaths_under_75,years_pot_life_lost_rate,pct_poor_health,pct_uninsured,prev_hospitalization_rate,labor_force,pct_unemployed,pct_child_poverty,income_ratio,pct_sev_housing_problems,life_exectancy,premature_mortality,pct_obese_adults,pct_smokers,child_mortality_rate,infant_mortality_rate,drug_overdose_death,pct_discon_youth,ave_grade_performance_reading,ave_grade_performance_math,school_funding_adequacy,gender_pay_gap,pct_voter_turnout,pct_homeowners,school_segregation_index,pct_rural
'01000,Alabama,NA,102760,11853.247248,21.8,10.488726807,3327,2308142,2.4982431757,21.3,5.1673051842,13.08234169,73.279289325,568.65846838,38.4,16.2,72.718473131,7.4917098928,3929,7.5718834691,2.828865,2.648874,-5074.497,0.7478229933,62.63600041,69.933396137,57.708674012,42.262760488
'01001,Alabama,Autauga,1008,9938.2633823,17.7,8.1903607154,4365,27000,2.1888888889,17,4.2737120382,13.520933425,74.800645825,491.52206077,38.4,15.4,61.255742726,7.3808519612,19,NA,3.146095,2.94571,-2319.66,0.7068798934,66.18207817,74.910091906,33.959313559,40.676813196
'01003,Alabama,Baldwin,3944,8957.1126859,17,10.212342054,2888,104409,2.2794969782,14.1,4.3595257111,11.96811561,76.580109234,416.8761308,36.8,14.7,50.158297747,5.389366598,226,8.0544576197,3.095679,2.930823,506.3,0.7219864574,65.290948597,77.535343716,42.652639752,37.586455362
'01005,Alabama,Barbour,587,12738.656137,28.4,12.117041647,3560,7944,4.4310171198,34.8,5.6143391098,13.806380638,72.708991709,629.20654916,43.8,21.9,71.707076592,NA,12,NA,2.203485,1.959501,-17790.455,0.7703420203,54.021571649,67.488986784,22.729419623,65.919993657
'01007,Alabama,Bibb,509,11708.948038,25.1,10.835798817,5029,8772,2.462380301,21.4,5.3467271211,11.926605505,72.977378514,621.15946924,41.4,21.8,87.076781232,NA,18,NA,2.707032,2.24066,-3657.8,0.8228262047,54.563548479,77.17606657,40.009999037,100
'01009,Alabama,Blount,1273,11898.088409,22.6,12.515582149,2099,25836,2.1442947825,16.6,4.6197221786,10.258215962,72.936172299,583.01102033,37.3,19.5,58.036323911,8.0457336439,42,5.4830287206,2.821849,2.630106,-1559.425,0.8129917054,64.187994416,79.505847022,64.885650697,90.489396963
'01011,Alabama,Bullock,251,15998.089209,34.9,11.409090909,4377,4500,2.3777777778,39.8,6.8069917504,12.719298246,70.96745637,693.67332121,49.4,24.9,NA,NA,NA,NA,2.04144,2.187617,-27966.27,0.7815950303,59.065300896,63.509991312,34.304478375,100
'01013,Alabama,Butler,497,14616.39262,26,10.380404267,3956,9009,2.9193029193,37.4,5.2137173366,9.8774885145,71.541917066,697.88518068,45.5,20.4,69.877445711,NA,12,NA,2.4592,2.151304,-11647.55,0.7677250795,62.917771883,68.410906086,27.610231572,69.434675345
'01015,Alabama,Calhoun,2916,14259.564795,21.5,11.833342692,3587,45540,2.8194993412,28.5,4.8695115258,12.371599503,70.813154873,692.55471872,38.3,18,60.662830635,6.6831949984,116,7.3282855598,2.975729,2.8132,-6896.99,0.7995795911,57.856332274,70.386703601,46.161317737,36.49401843
'01017,Alabama,Chambers,824,12568.860637,26.7,12.738072428,3244,16272,2.3844641101,26,5.0998743403,15.2,71.861783224,613.52825634,45.4,20.9,95.041457739,9.0157776108,12,NA,2.588949,2.433826,-22570.905,0.6801478373,58.525751484,70.988896341,30.560945315,50.74485218
'01019,Alabama,Cherokee,702,12680.903028,19.5,13.254151776,3981,11854,2.3958157584,20.5,4.5494250824,8.5139318885,72.395529183,636.45289725,40.2,17.6,56.665250035,NA,15,NA,2.710662,2.496581,709.97,0.8492781852,59.511369134,79.450224301,40.165346512,100
'01021,Alabama,Chilton,1036,11802.63262,19.6,13.181745482,2652,20293,2.1928743902,21.5,4.012359927,12.862318841,72.70685113,621.4397907,36.3,15.5,60.048467692,NA,34,17.763509898,2.80374,2.676496,-3496.42,0.7037769186,59.506933744,76.831491398,42.699401924,85.544497268
'01023,Alabama,Choctaw,301,12977.181714,26.5,11.16294207,2911,4221,4.003790571,35.8,5.5445040072,13.627639155,73.06127106,593.69555141,45.8,20.8,NA,NA,NA,NA,2.455361,2.031269,-16030.77,0.6125272885,73.284241532,82.218786239,31.009319552,100
'01025,Alabama,Clarke,610,16382.035791,26.2,11.481288681,2715,7591,4.9927545778,28.7,5.6037895181,12,69.949889441,733.15035615,44.4,20.5,119.07487978,NA,10,NA,2.687366,2.530348,-11989.505,0.6650819285,70.297029703,70.918125887,17.830001091,100
'01027,Alabama,Clay,344,13312.804786,24.6,10.556309362,2579,5945,2.3549201009,25,4.8560251103,10.092592592999999,71.851139548,634.82982198,39.6,21.5,NA,NA,NA,NA,2.56716,2.359525,-4227.11,0.8774664107,66.411116435,77.692974848,28.244571572,100
'01029,Alabama,Cleburne,362,12586.014576,23.1,12.387295914,3879,6205,2.2723609992,21.7,4.6473267495,8.3035714286,72.100332749,627.19255798,39.4,20.8,93.639221457,NA,NA,NA,2.9649200000000002,2.859187,261.93,0.8127685009,63.145478375,80.047871431,52.541408971,100
'01031,Alabama,Coffee,1025,10338.895023,19.5,11.5180798,3229,21781,2.5067719572,21,5.2417204662,11.401367188,74.199504456,528.95134402,34.1,14.6,64.922183549,4.5523520486,17,NA,3.009222,2.876749,-5510.55,0.6277910846,57.210735842,69.232981783,43.226764756,47.530159918
'01033,Alabama,Colbert,1285,12369.517136,21.5,10.688737678,3801,24063,2.9422765241,20.5,4.6638112921,10.711130742,73.022425449,597.29030678,40.9,18.8,73.203621653,7.5017049329,33,NA,2.815832,2.709634,-4385.045,0.7207186876,64.828548181,70.801503076,28.075315019,40.295664634
'01035,Alabama,Conecuh,350,18927.733282,26.4,10.57656996,8851,4259,3.5454332003,43.1,5.3343410267,6.3321385902,68.961085989,797.82638627,44.7,19.8,164.25120773,NA,11,NA,2.374936,2.157662,-25715.25,0.6661590723,66.608066184,74.933745583,15.552614014,100
'01037,Alabama,Coosa,272,14409.561567,23.7,9.4940152339,2166,4549,2.5500109914,28,4.0035175691,6.6666666667,72.230535629,628.64883669,42.8,20.3,NA,NA,NA,NA,2.56185,2.407654,-8716.43,0.5778944381,61.70045045,81.313972864,55.524936733,100
'01039,Alabama,Covington,1071,14664.189369,21.8,11.034482759,5148,14872,2.7434104357,22.4,5.6305395739,11.85729276,70.640113875,730.8727308,44.6,18.9,72.900602832,6.7046597385,25,NA,2.924567,2.610653,-4252.116667,0.7311339655,60.342738446,75.715764057,41.034034664000004,68.815544317
'01041,Alabama,Crenshaw,383,13951.809024,23.6,13.140311804,2631,6160,2.6623376623,27.1,5.7584695098,10.418904404,70.418927021,730.92305424,40.3,20,NA,NA,NA,19.882179676,2.812624,2.658651,-5180.06,0.7761343547,62.51299008,74.206896552,26.426967875,100
'01043,Alabama,Cullman,1979,11852.911745,21.8,11.647894456,3936,39773,2.0415860006,21.3,4.5749921556,10.519125683,72.853788329,597.91349609,39.7,18.6,50.674680337,4.9275362319,81,11.095952706,3.027279,2.945913,1432.949,0.6815436841,65.782772713,76.357004313,79.417809915,75.599207885
'01045,Alabama,Dale,1034,11939.042155,23,10.491211354,2899,21198,2.5332578545,22,4.8111002468,11.633281972,73.008730369,595.48052723,44.3,18.5,56.53025378,7.0138150903,24,10.123239437,2.781985,2.553034,-7736.553333,0.7160784896,52.931080719,61.343517629,31.214966786,50.45209423
'01047,Alabama,Dallas,1133,20426.822143,28.1,9.7366263944,3264,13537,5.4221762577,46.5,5.5928829504,15.502259298,67.706493274,864.5542817,50.5,19.7,73.40219158,NA,26,17.901234568,2.493597,2.323143,-21824.005,0.7197334242,62.1897302,61.014530358,49.68165217,44.86246165
'01049,Alabama,DeKalb,1637,11969.446607,28.1,15.198621255,3154,31004,2.2706747516,28.8,4.7927204539,12.28515625,72.357615551,619.42078082,38.9,22.5,61.092222694,7.466574058,49,11.384945084,2.583044,2.573858,-2167.235,0.7869633986,58.853247795,76.759423418,74.766894582,88.297396939
'01051,Alabama,Elmore,1559,9508.1160841,18.8,8.9943794182,3630,38594,2.1298647458,17,4.0420000595,10.527979766,74.60542113,490.02024802,36.4,15.8,72.688505524000007,7.4142724745,28,13.276836158,2.912515,2.853115,-4332.465,0.7828946245,65.747936864,76.863721602,32.185765044,71.236800527
'01053,Alabama,Escambia,982,15044.632371,25.7,12.416633259,3640,14440,3.1163434903,29,5.3975738018,11.257763975,70.098328137,746.14482757,43.5,21.7,103.01528524,8.7862024081,54,28.337236534,2.842546,2.653321,-4481.115,0.8087372507,55.922671353,68.687896096,36.929026103,65.282803276
'01055,Alabama,Etowah,2810,14706.297419,22.2,11.252562702,4044,39430,2.7948262744,25.5,4.8791989664,11.360668582,70.243289319,716.46130533,41.3,18.8,76.397348806,5.9973611611,80,6.0710441335,2.921564,2.680267,-6894.09,0.7740959714,60.338811631,73.751276813,64.665342336,43.16968947
'01057,Alabama,Fayette,457,14667.278733,25.4,11.555484027,3940,6582,2.8866605895,22,5.5408065546,9.8307816277,70.679483092,715.3535586,39.2,21.8,106.36176295,NA,19,NA,2.934374,2.52806,-1206.15,0.6568,67.953488372,78.185423897,48.070372145,100
'01059,Alabama,Franklin,747,13058.98714,25.5,13.699785342,5425,14247,2.5689618867,34.4,4.5518775825,9.9497946143,71.506373608,658.7173959,39.6,20.3,61.326402476,NA,26,NA,2.566711,2.592261,-2586.55,0.7779124579,57.289911182,71.758819978,66.251350069,69.049917479
'01061,Alabama,Geneva,757,14287.285268,22.6,12.108519752,3186,11216,2.4429386591,27,4.3964702736,12.809315866,70.579638414,717.13717158,38.2,18,94.506792676,NA,13,11.332728921,3.0532,2.939029,-2347.83,0.790091715,61.480029405,78.274881517,25.556476667,99.441089313
'01063,Alabama,Greene,237,16286.662891,34.1,9.2735122959,2780,2851,4.7702560505,46.8,5.2469433962,13.859649123,70.558950817,767.45929607,51,23.9,NA,NA,NA,NA,2.630965,2.512397,-31905.52,0.7932707674,74.145962733,69.739874877,27.068284206,100
'01065,Alabama,Hale,411,15927.466736,26.3,11.396568584,4263,5978,3.3288725326,32.2,6.0155182323,14.7030185,69.946175937,758.02523188,44.4,18.6,100.20709466,NA,NA,NA,2.660987,2.288223,-11828.75,0.6127733466,69.787985866,77.007760332,25.775637593,100
'01067,Alabama,Henry,379,10894.195271,25.8,11.278869871,3857,7059,2.6349341266,22.7,5.8215134206,8.4309133489,74.216601454,526.31736867,38.3,21.5,96.302003082,NA,NA,NA,2.604731,2.56814,-3381.63,0.7777149534,68.772189349,80.894673848,35.358279474,100
'01069,Alabama,Houston,2212,11251.055627,22.3,11.715857583,3542,48357,2.5828732138,24.6,5.1652568239,13.225453218,73.542174929,560.37180474,37.5,18.8,63.787475142,9.4003241491,53,7.1827613727,2.875114,2.699954,-5736.74,0.7299782284,57.842781084,63.915831004,46.774909704,34.316523945
'01071,Alabama,Jackson,1484,13931.867869,24,12.993715801,2342,23482,2.4827527468,19.2,4.6348426085,10.086313194,70.899564188,707.618957,38.6,20.7,69.810243067,5.8553971487,17,8.3963056255,3.019596,2.760135,120.015,0.7367008866,58.439856595,75.040120835,59.927597139,75.309534225
'01073,Alabama,Jefferson,13659,13163.518237,19.7,9.6006735718,3161,325388,2.4527640847,21.5,5.4671421294,16.061793605,72.43208331,597.53784053,39.7,15,88.847406822,9.2230248074,996,7.7595353772,2.705449,2.494561,-9918.123167,0.7959392015,66.012580655,63.717363737,63.434465948,12.070915238
'01075,Alabama,Lamar,365,12036.358042,22.2,11.064876111,2812,5759,2.7956242403,23,5.1282472533,9.8130841121,72.385633339,652.49205039,38.3,19,92.900828366,NA,NA,NA,2.906273,3.024527,-1798.42,0.8339330449,67.036346692,74.03248446,20.523593041,100
'01077,Alabama,Lauderdale,1815,9936.8569068,18.8,10.643724752,3140,43281,2.5392204432,16.8,4.7957901743,11.929870815,74.903864823,507.88184099,36.5,16.3,43.296122072,5.5900621118,55,NA,3.009599,2.940644,-780.31,0.7366832602,60.44441415,67.834025324,48.722166031,52.163225172
'01079,Alabama,Lawrence,874,13633.173957,24,12.176292021,3658,14920,2.2587131367,19.2,4.3071152268,8.6206896552,71.144564733,684.4704611,40.7,20.5,60.803891449,NA,NA,NA,2.805919,2.407249,-188.32,0.6947553215,62.572209212,81.414986687,68.316334893,99.993952771
'01081,Alabama,Lee,2205,7894.4869047,19.7,10.046136332,2107,81236,2.2933182333,14.9,6.401174743,18.068757921,77.146206461,400.70627943,35.2,15.9,59.330252724,6.5116983418,63,NA,3.129641,3.029601,-2612.276667,0.7731383239,57.748231966,65.729129872,33.692629606,26.389885274
'01083,Alabama,Limestone,1726,8777.4894426,18.2,9.2317538787,2758,49912,2.0656355185,11.3,4.4251247691,9.924970383,76.061757922,446.39396336,35.8,15.5,50.434129072,4.9182506979,21,9.0822904816,2.896758,2.74408,-3689.3195,0.7192646873,66.954511457,77.496814173,38.311414958,51.012841556
'01085,Alabama,Lowndes,315,19891.328012,30,9.1007878294,3194,3501,4.5701228221,42.1,6.3511284722,18.298969072,67.599804261,875.3717535,49.6,21.9,117.18333866,NA,NA,NA,2.177279,2.248815,-30394.74,0.7258947104,89.171559035,77.313145878,33.021397023,100
'01087,Alabama,Macon,476,15396.827364,28.4,9.6153846154,3060,7995,3.1894934334,40.6,5.4340294257,12.543798178,71.420007275,715.19441621,47.7,19.2,70.976518602,NA,NA,NA,2.37809,1.91344,-27086.17,0.7883318018,57.369286419,64.802125577,54.372174986,53.906409994
'01089,Alabama,Madison,5779,9054.1844336,17.2,8.0647907709,2609,206080,2.0467779503,13.5,4.9246695904,10.991331051,76.475175248,424.79981568,35.7,13.8,57.007378993,6.1630218688,340,3.7289437059,3.127134,2.91024,-1571.346667,0.6743383494,69.896644536,68.776812807,47.32339091,17.10227668
'01091,Alabama,Marengo,497,14678.892244,26,10.243835049,2883,7585,3.3355306526,33.1,6.6424484365,9.1724137931,70.764814396,699.33411531,46.1,19.9,102.73602249,NA,NA,NA,2.765427,2.628864,-18720.21667,0.6787204221,74.631975351,69.047931714,28.093280141,67.774155152
'01093,Alabama,Marion,719,12543.533929,22.8,11.213959874,5097,13526,2.9203016413,24.3,4.9441931385,10.062893082,72.404085747,631.98122775,39.5,18.8,74.263859493,NA,NA,13.195876289,3.059418,2.875075,-711.69,0.7099327738,59.080017116,75.225308074,49.716254384,100
'01095,Alabama,Marshall,2179,12808.56937,20.7,12.417450225,3202,46210,2.055832071,21.5,4.7301922082,10.256772009,71.900213003,627.38503071,38.6,17.1,67.536937154,5.3370231271,78,7.2689314861,2.763818,2.750253,-1231.5574,0.7524466232,59.071949948,75.477574173,51.606881518,53.651190427
'01097,Alabama,Mobile,8783,12655.580664,24.7,11.761228414,3646,190167,3.1004327775,24.8,5.0727057531,15.204530355,72.618914026,602.30674873,42.2,19.1,78.943387664,8.3351143407,331,9.1843629344,2.700035,2.579397,-7962.9,0.7096208224,58.7459508,64.874429153,56.497200069,22.396331806
'01099,Alabama,Monroe,527,15784.597331,26.1,11.472753056,3745,6989,4.2781513807,27.9,5.6142645607,10.906612134,70.791269449,710.89425446,42.7,20.8,NA,NA,11,NA,2.58847,2.350516,-8078.25,0.6849034749,65.088468578,70.213628989,37.770122134,78.332996156
'01101,Alabama,Montgomery,4504,13219.378867,24.8,11.253085194,3364,108083,2.8126532387,26,5.1317574962,17.434228979,72.724550576,589.64494306,44.6,18.1,95.835767758,9.3793103448,113,7.1578437702,2.504156,2.328973,-14488.65,0.820729018,59.201600382,57.704466597,54.550861911,12.364055662
'01103,Alabama,Morgan,2635,12501.614916,21.9,12.255467785,3621,61853,1.9869691042,16.8,4.8227272727,10.914454277,72.755057494,588.46721275,38.7,17.5,84.320483328,6.4210214363,98,8.9110585052,2.825905,2.784339,-127.3886667,0.6828594666,60.812768848,72.505743354,59.461726675,38.437543044
'01105,Alabama,Perry,249,17916.639734,32.9,10.129009763000001,4058,2979,5.0016784156,50.3,3.3381129597,10.369068541,68.821870444,838.28687796,50,23.5,146.71030358,NA,NA,NA,2.468251,2.022773,-46776.99,0.7976305397,73.558368495,69.327073552,60.840434303,100
'01107,Alabama,Pickens,498,13196.566691,25.6,10.464135021,3277,7810,3.0217669654,30.3,5.2594753641,9.8641887062,71.498580013,662.90925894,43.8,19.6,102.73765637,NA,11,NA,2.76308,2.463409,-9381.27,0.8153022438,62.57605178,75.439101641,29.985783957,100
'01109,Alabama,Pike,676,13497.370953,21.7,10.584170854,3044,16124,2.7288514016,32.5,6.018294368,15.725456125,71.64235794,666.73041798,40.6,16.4,71.077598195,NA,NA,6.6922830612,2.60044,2.676068,-11657.04,0.9478730521,53.285851781,62.87187624,23.331128822,56.175588476
'01111,Alabama,Randolph,532,11833.808003,23.5,12.727697338,3389,9637,2.4488948843,25,5.554450316,11.388727484,73.064225194,588.19106831,40.9,20.4,89.072242276,NA,10,NA,2.707515,2.50504,-6014.155,0.7710480602,61.036327795,78.700558782,47.719962918,100
'01113,Alabama,Russell,1355,14160.382378,26.4,11.745959481,2833,23550,2.7558386412,26.7,4.88064076,17.783059637,71.017446865,674.44672342,46.9,20.3,83.327887066,8.3466524596,51,9.8635477583,2.675696,2.511375,-6816.5,0.7038374114,49.258660508,60.553313152,41.172607613,40.35111434
'01115,Alabama,St. Clair,2010,11877.985387,17.8,9.5789348203,3986,42456,2.1363293763,14.3,3.8269602609,9.4220349187,72.792927371,585.92872329,33,15.2,62.881076165,6.2094270392,116,11.296256222,3.016583,2.858906,-1484.59,0.7463239818,65.306392359,82.472372886,29.826085592,67.110852552
'01117,Alabama,Shelby,2678,6794.9802433,14.6,7.5617160448,2771,122282,1.8449158502,9.4,3.9271514099,10.035973416,79.404063548,329.22201685,32.1,11.2,42.145797842,5.2186878728,170,3.3278822567,3.107156,2.758259,1112.82,0.7584473158,71.749578678,81.259512492,29.759535805,23.967375708
'01119,Alabama,Sumter,304,15670.022213,29.5,9.3518297058,2666,4584,3.6867364747,45.4,4.4223984847,11.538461538,71.343758203,724.21795254,45.2,20.7,120.19230769,NA,NA,NA,2.39955,1.989162,-33847.18,0.6682007401,63.385390428,69.611752361,26.199679242,100
'01121,Alabama,Talladega,2137,15316.224091,23.5,10.487953351,3315,36727,2.7745255534,22.8,5.4513799585,14.58464443,70.451040172,700.24502387,42.6,18.5,117.59617204,9.4539527302,37,7.6359537898,2.679936,2.442081,-8646.87,0.769624927,57.271559338,72.562254857,33.259646524,58.679959586
'01123,Alabama,Tallapoosa,994,12182.594159,22.8,12.276640146,1879,17385,2.5194132873,22.6,4.9328691061,11.935286935,72.783391238,584.22805998,41.9,17.6,80.919694179,8.4955752212,15,NA,2.631103,2.338466,-5137.02,0.8311567916,66.155058304,75.604302635,39.678919779,78.407688025
'01125,Alabama,Tuscaloosa,3625,10422.47724,21.3,8.8048063262,3919,106199,2.3399467038,23.8,5.3326788563,15.325834454,74.51571098,506.785799,41.4,17.6,77.918704818,9.9328404538,145,4.1703334311,2.757572,2.532674,-7159.875,0.7871083719,56.209948884,62.15788931,56.018754445,31.090223577
'01127,Alabama,Walker,2046,18377.077905,25,12.337319216,4238,25677,2.6443899209,23.3,5.3806643625,11.746804626,67.799489094,864.53119081,42.9,21.8,69.168529927,8.1105990783,98,9.3187660668,2.885675,2.635711,-1781.41,0.7387666128,63.431013431,77.498691784,48.275337391,79.685347862
'01129,Alabama,Washington,349,12864.089912,25.1,9.8792062123,4398,9150,2.5683060109,26.2,8.2778819705,8.174904943,72.598586835,587.29192537,41.5,21.2,94.345980187,NA,NA,NA,2.858884,2.495428,-3817.81,0.5863231667,69.181605612,85.892920042,32.817783048,100
'01131,Alabama,Wilcox,301,19438.678148,33.9,12.135665077,2909,2526,7.9968329375,48.5,6.8199073382,15.310344828,68.73901576,831.74807873,48.5,25,125.19260401,NA,NA,NA,2.188755,1.813129,-30882.74,0.7505309359,73.7875,77.904142973,34.846571206,100
'01133,Alabama,Winston,580,12030.860071,21.4,11.686197917,6881,9748,2.7287648748,24,4.6426765312,9.7071583514,72.676920031,598.07211309,36.3,17.8,81.130094493,NA,16,NA,2.783936,2.56171,-904.07,0.9157977528,60.650362806,76.629502573,85.99478237,100
'02000,Alaska,NA,10540,10028.003437,15.5,13.30597255,2039,357094,4.2254980481,12.5,4.2138486793,19.767040221,76.315233199,439.26501953,32.3,16.2,72.863430369,5.8488753817,674,11.345844206,NA,NA,NA,0.8532531825,67.510397987,66.589140052,57.218689228,35.100512551
'02013,Alaska,Aleutians East,NA,NA,19.8,19.584569733,NA,2522,2.1015067407,18.6,4.7331899642,15.846994536,NA,198.42982757,30.9,17.2,NA,NA,NA,NA,NA,NA,NA,1.0705878201,NA,57.014028056,NA,100
'02016,Alaska,Aleutians West,NA,NA,17.4,16.700111483,NA,3553,3.011539544,4.8,3.1340380252,14.427860697,85.91516727,229.15391502,28.9,16.3,NA,NA,NA,NA,NA,NA,NA,0.7085594804,NA,29.477993859,NA,100
'02020,Alaska,Anchorage,4108,9853.0638746,13.7,12.111760778,1886,150823,3.4271961173,9.9,4.0473686526,16.551853414,76.34256887,450.59655947,29.6,13.6,63.380234707,5.3334300849,339,10.477521889,NA,NA,NA,0.8746555699,NA,63.736233174,47.177468968,4.2692285242
'02050,Alaska,Bethel,310,18066.471244,29.9,14.163393559,3193,6743,9.7137772505,36.2,5.5488834678,55.862831858,68.864695155,626.39615914,41.5,33.8,200.49243757,8.6177180283,11,18.150388937,NA,NA,NA,1.2206237707,NA,60.502038189,14.942822055,72.693667631
'02060,Alaska,Bristol Bay,NA,NA,16.5,16.916780355,334,461,3.6876355748,18,3.6032171582,11.111111111,NA,669.64979314,32,18,NA,NA,NA,NA,NA,NA,NA,0.936675886,NA,51.943462898,NA,100
'02063,Alaska,Chugach,NA,NA,13.6,17.532467532,NA,3460,4.710982659,7.9,3.1746450183,9.2664092664,NA,NA,30.4,14.9,NA,NA,NA,NA,NA,NA,NA,0.7801738834,NA,62.709966405,NA,100
'02066,Alaska,Copper River,NA,NA,16.6,14.278776105,NA,1378,7.6197387518,20.1,5.0609486538,21.164021164,NA,NA,32.6,17.5,NA,NA,NA,NA,NA,NA,NA,0.8952740276,NA,67.713787086,NA,100
'02068,Alaska,Denali,NA,NA,13.8,12.608069164,NA,1041,5.9558117195,11.3,4.8162159045,27.358490566,88.591762237,NA,30.8,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.236397749,NA,100
'02070,Alaska,Dillingham,102,20903.735026,25.6,16.964800923,4937,1729,6.3620589936,31.3,4.2704273396,41.97080292,68.174982434,742.21693273,37.2,27.4,NA,NA,11,18.897637795,NA,NA,NA,0.9478697106,NA,63.123644252,NA,100
'02090,Alaska,Fairbanks North Star,1195,8712.742308,13.8,11.092602875,1286,45499,3.8044792193,7.9,3.8908895333,19.320113314,77.684520715,410.98116559,32.1,13.9,59.154986063,5.4702495202,56,12.170154686,NA,NA,NA,0.8523397591,NA,61.692835029,50.104229732,25.360932518
'02100,Alaska,Haines,NA,NA,14.1,11.190168176,NA,1111,6.5706570657,13.1,6.1813292355,34.193548387,78.336464242,369.5735152,32.6,15.7,NA,NA,NA,NA,NA,NA,NA,0.5255647059,NA,76.418242492,NA,100
'02105,Alaska,Hoonah-Angoon,NA,NA,19.4,16.927899687,NA,1289,5.5857253685,27.2,5.7612064965,16.666666667,78.265212214,366.4550144,31.7,20.6,NA,NA,NA,NA,NA,NA,NA,0.6930550558,NA,72.234273319,NA,100
'02110,Alaska,Juneau,376,7261.629556,12.7,12.247685537,1642,17471,2.993532139,9.5,3.9086982942,13.777089783,79.790675956,325.68700186,32.8,14.8,34.050667393,NA,32,8.9627959414,NA,NA,NA,0.9736170587,NA,64.408585782,35.397039031,23.249108665
'02122,Alaska,Kenai Peninsula,943,8874.4859998,15.6,14.523950076,NA,28170,4.7177848775,12.1,4.7265890268,18.093983311,77.885547847,400.56867247,32,16.3,56.972187214,5.5638775947,52,9.4394213382,NA,NA,NA,0.7507736854,NA,76.776002008,51.532586662,77.400976207
'02130,Alaska,Ketchikan Gateway,211,9819.4276417,14.7,15.529010239,1898,6883,3.6757227953,11.7,4.3817678234,17.593436645,77.625504964,415.55041692,34.3,15.3,NA,NA,15,NA,NA,NA,NA,0.822442877,NA,67.336772816,NA,14.14539719
'02150,Alaska,Kodiak Island,153,8975.6460306,16,17.836506583,910,5984,4.4117647059,8.8,3.8773128309,23.782559456,77.439334178,372.69456469,30.3,16.8,NA,NA,NA,NA,NA,NA,NA,0.7994347948,NA,60.698784722,NA,27.257461262
'02158,Alaska,Kusilvak,157,24556.33926,36.8,13.897071565,4240,2298,15.056570931,36.5,5.0767962066,61.157024793,64.993406958,800.29895344,46,38.3,274.28418518,20.226055919,NA,28.956834532,NA,NA,NA,1.0091748768,NA,69.434161819,NA,100
'02164,Alaska,Lake and Peninsula,NA,NA,22.1,19.223484848,NA,663,5.8823529412,27.3,4.5007032349,28.125,NA,785.64560863,38.2,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.559006211,NA,100
'02170,Alaska,Matanuska-Susitna,1550,8750.0795302,18.6,14.669521947,1814,49710,4.8259907463,10.5,4.253557966,19.905400079,76.2208921,410.5943309,31.4,19.5,44.661014922,3.9130882504,91,9.479710389,NA,NA,NA,0.7804806093,NA,76.63676226,39.187982208,50.090118695
'02180,Alaska,Nome,191,18090.491543,28.8,14.537628437,5065,4049,7.6809088664,23,5.4432771628,51.933701657,68.924182126,702.79392366,37.2,32.9,177.51075306,NA,NA,18.153364632,NA,NA,NA,0.9608900607,NA,63.352476669,NA,100
'02185,Alaska,North Slope,129,9617.4349943,19.4,14.693181818,NA,3064,4.9281984334,14.2,3.860300515,41.567695962,75.755450434,435.73579828,40.7,22.3,NA,NA,NA,17.571884984,NA,NA,NA,0.7407763409,NA,49.523809524,9.0909090909,100
'02188,Alaska,Northwest Arctic,148,19917.503044,26.7,16.601815824,NA,2803,9.632536568,23,4.4166545687,50.142450142,67.849054939,754.95123814,38,29.2,201.52825594,NA,NA,19.694072658,NA,NA,NA,1.0038229608,NA,60.484314805,NA,100
'02195,Alaska,Petersburg,NA,NA,15.2,18.4366364,NA,1398,5.078683834,11,4.3204288778,15.702479339,78.465812259,356.89252183,30.4,16.3,NA,NA,NA,NA,NA,NA,NA,1.1622306447,NA,70.962850644,NA,100
'02198,Alaska,Prince of Wales-Hyder,147,14378.467379,20.2,19.134451738,NA,2670,6.7415730337,22.1,4.8761624672,20.12987013,71.902262456,603.27563755,37.6,22.1,NA,NA,NA,NA,NA,NA,NA,0.8526851367,NA,71.592844974,NA,100
'02201,Alaska,Prince of Wales-Outer Ketchikan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
'02220,Alaska,Sitka,99,7686.8488695,14.9,14.95450543,2905,4519,2.9652578004,10.6,3.5467286509,14.680232558,79.006760318,335.04263663,32.3,15.8,NA,NA,NA,NA,NA,NA,NA,0.8057407732,NA,61.661433057000004,NA,9.3402695673
'02230,Alaska,Skagway,NA,NA,15.6,15.867579909,2321,773,5.8214747736,8.9,4.1005729752,8.9743589744,NA,NA,33,17.5,NA,NA,NA,NA,NA,NA,NA,1.0108461538,NA,65.631929047,NA,100
'02232,Alaska,Skagway-Hoonah-Angoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
'02240,Alaska,Southeast Fairbanks,119,9720.3749391,18.3,16.093723277,1135,3397,5.2104798351,14,4.6484648196,23.294117647,75.428867686,477.00104394,37.3,19.9,NA,NA,NA,NA,NA,NA,NA,0.9603496906,NA,75.897879706,NA,100
